City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,nacala,-14.5428,40.6728,23.02,23.02,89,2.25,MZ,1681418639
345,stornoway,58.2093,-6.3865,6.13,5.98,34,1.54,GB,1681418639
346,mutoko,-17.397,32.2268,16.82,16.82,100,2.09,ZW,1681418639
347,arlit,18.7369,7.3853,29.72,29.72,6,3.19,NE,1681418640
348,touros,-5.1989,-35.4608,26.15,26.15,100,4.94,BR,1681418640
349,springfield,37.2153,-93.2982,25.12,22.88,0,1.79,US,1681418640
350,tezpur,26.6333,92.8,23.04,23.04,12,2.11,IN,1681418640
351,niono,14.2526,-5.993,33.81,33.81,100,3.84,ML,1681418641
352,pimentel,-6.8367,-79.9342,30.16,30.16,75,5.14,PE,1681418641
353,norman wells,65.282,-126.8329,-9.98,-9.98,100,3.6,CA,1681418641
354,hokitika,-42.7167,170.9667,14.93,14.93,100,3.23,NZ,1681418642
355,upata,8.0086,-62.3989,31.77,31.77,72,3.66,VE,1681418643
356,aswan,24.0934,32.907,21.61,21.61,0,4.12,EG,1681418643
357,winneba,5.3511,-0.6231,27.61,27.61,3,4.37,GH,1681418643
358,khanpur,28.6453,70.6567,30.54,30.54,0,3.59,PK,1681418643
359,izmir,38.4622,27.0923,14.97,9.73,0,1.03,TR,1681418644
360,geraldton,-28.7667,114.6,18.23,18.23,75,10.8,AU,1681418644
361,tarauaca,-8.1614,-70.7656,28.7,28.7,96,1.79,BR,1681418581
362,fortuna,40.5982,-124.1573,13.29,10.19,48,1.79,US,1681418645
363,valparaiso,-33.0393,-71.6273,22.8,18.33,0,5.66,CL,1681418471
364,manavalakurichi,8.1333,77.3,26.94,26.94,63,2.96,IN,1681418645
365,kalabo,-14.97,22.6814,21.16,21.16,90,1.52,ZM,1681418646
366,lasa,46.6166,10.7002,3.49,1.87,100,3.57,IT,1681418646
367,jatiroto,-7.8833,111.1167,22.94,22.94,100,1.42,ID,1681418646
368,inirida,3.8653,-67.9239,31.19,31.19,88,0.36,CO,1681418646
369,morristown,36.214,-83.2949,27.97,26.28,69,4.59,US,1681418647
370,fairbanks,64.8378,-147.7164,-7.17,-12.0,40,1.54,US,1681418646
371,ikeda,34.8221,135.4298,13.0,9.63,100,1.03,JP,1681418648
372,paamiut,61.994,-49.6678,2.12,2.12,100,1.42,GL,1681418648
373,isangel,-19.55,169.2667,27.65,27.65,100,4.5,VU,1681418648
374,kangasala,61.4638,24.076,2.3,1.85,100,5.94,FI,1681418649
375,pangkalanbuun,-2.6833,111.6167,23.64,23.64,53,1.27,ID,1681418650
376,omsukchan,62.5333,155.8,-15.52,-15.52,23,2.16,RU,1681418650
377,tamandare,-8.7597,-35.1047,25.45,25.45,61,2.96,BR,1681418651
378,kenora,49.8167,-94.4337,7.54,7.1,100,4.12,CA,1681418589
379,henties bay,-22.116,14.2845,14.9,14.9,0,3.93,NA,1681418653
380,hesla,24.0667,85.8833,28.57,28.57,99,3.13,IN,1681418653
381,harper,4.375,-7.7169,27.35,27.35,36,2.02,LR,1681418654
382,saveh,35.0213,50.3566,12.95,12.95,0,11.18,IR,1681418655
383,kavaratti,10.5669,72.642,28.55,28.55,100,2.21,IN,1681418655
384,nizhniy kuranakh,58.8353,125.4869,-15.02,-15.02,99,0.86,RU,1681418655
385,nimaparha,20.0667,86.0167,27.22,27.22,0,3.58,IN,1681418655
386,bathsheba,13.2167,-59.5167,28.34,28.34,20,7.72,BB,1681418647
387,warkworth,-36.4,174.6667,19.68,18.62,35,5.38,NZ,1681418656
388,carangola,-20.7331,-42.0294,21.99,21.99,80,0.63,BR,1681418657
389,christchurch,-43.5333,172.6333,12.73,11.9,100,3.6,NZ,1681418638
390,terrytown,29.9102,-90.0326,22.22,20.0,75,5.14,US,1681418658
391,bonthe,7.5264,-12.505,26.69,26.69,8,3.42,SL,1681418658
392,greenlaw,55.7068,-2.4624,6.44,5.11,96,2.32,GB,1681418658
393,steinbach,50.1667,8.5667,8.12,4.23,0,1.03,DE,1681418659
394,santa rosa,14.3122,121.1114,24.99,23.9,100,0.78,PH,1681418660
395,surovikino,48.6078,42.8486,10.8,10.8,100,8.89,RU,1681418660
396,eureka,40.8021,-124.1637,15.93,10.34,60,2.68,US,1681418552
397,tutoia,-2.7619,-42.2744,26.61,26.61,82,3.45,BR,1681418661
398,san lawrenz,36.0553,14.204,16.03,15.67,94,2.24,MT,1681418662
399,santa teresa,10.2341,-66.6631,31.48,31.48,44,3.67,VE,1681418662
400,lichinga,-13.3128,35.2406,16.17,16.17,66,2.47,MZ,1681418663
401,mizan teferi,6.9833,35.5833,16.35,16.35,86,1.36,ET,1681418664
402,chernyshevskiy,63.0128,112.4714,-17.51,-17.51,41,2.02,RU,1681418664
403,camocim,-2.9022,-40.8411,26.2,26.2,90,3.69,BR,1681418664
404,palmer,42.1584,-72.3287,31.78,30.05,0,7.2,US,1681418664
405,tambopata,-12.7333,-69.1833,23.94,23.94,75,1.54,PE,1681418665
406,sioux lookout,50.1001,-91.917,8.04,8.04,100,3.6,CA,1681418543
407,trinidad,-14.8333,-64.9,29.17,29.17,55,2.34,BO,1681418666
408,oranjemund,-28.55,16.4333,14.74,14.74,100,3.75,NA,1681418666
409,luderitz,-26.6481,15.1594,16.26,16.26,33,6.56,NA,1681418666
410,goundam,16.4145,-3.6708,31.07,31.07,86,5.23,ML,1681418666
411,machico,32.7,-16.7667,19.84,17.85,40,5.66,PT,1681418667
412,lokhvytsya,50.3678,33.2602,8.73,8.73,100,4.0,UA,1681418667
413,buala,-8.145,159.5921,27.11,27.11,80,2.11,SB,1681418667
414,kampot,10.6167,104.1833,27.03,27.03,100,2.13,KH,1681418668
415,port lincoln,-34.7333,135.8667,16.09,16.09,94,6.76,AU,1681418668
416,sault sainte marie,46.5168,-84.3333,23.31,20.9,0,2.57,CA,1681418669
417,vraca,43.8422,18.3955,14.4,14.4,40,10.8,BA,1681418670
418,gigmoto,13.7796,124.39,25.89,25.89,68,1.61,PH,1681418670
419,buraydah,26.326,43.975,17.25,17.25,0,3.77,SA,1681418670
420,tacuarembo,-31.7333,-55.9833,18.76,18.76,70,4.51,UY,1681418671
421,taoudenni,22.6783,-3.9836,30.39,30.39,41,3.01,ML,1681418672
422,meulaboh,4.1363,96.1285,25.03,25.03,100,1.56,ID,1681418673
423,ayr,55.4627,-4.6339,8.06,6.63,75,6.69,GB,1681418674
424,morant bay,17.8815,-76.4093,30.39,29.79,38,5.03,JM,1681418674
425,nakhon nayok,14.1667,101.1,28.62,28.62,100,2.99,TH,1681418675
426,korla,41.7597,86.1469,11.31,11.31,8,2.71,CN,1681418675
427,guerrero negro,27.9769,-114.0611,17.66,17.66,5,9.05,MX,1681418649
428,brewster,41.3973,-73.6171,31.97,27.63,0,3.6,US,1681418676
429,cullinan,-25.6709,28.5236,17.68,13.63,1,2.26,ZA,1681418676
430,poso,-1.3959,120.7524,24.68,24.68,100,1.92,ID,1681418676
431,krupanj,44.3656,19.3619,11.04,11.04,100,2.39,RS,1681418676
432,calhoun,42.2506,-85.0005,28.17,26.08,0,6.69,US,1681418676
433,port-gentil,-0.7193,8.7815,26.98,26.98,20,1.03,GA,1681418677
434,raudeberg,61.9875,5.1352,8.31,5.37,6,2.25,NO,1681418677
435,dalmatovo,56.26,62.9362,-5.87,-5.87,100,7.88,RU,1681418677
436,mogadishu,2.0371,45.3438,27.88,27.88,100,5.59,SO,1681418393
437,grenaa,56.4158,10.8783,8.12,6.44,37,5.38,DK,1681418678
438,aasiaat,68.7098,-52.8699,-4.97,-4.97,88,0.38,GL,1681418678
439,fort saint james,54.4333,-124.25,4.05,4.05,97,2.1,CA,1681418678
440,beloha,-25.1667,45.05,20.5,20.5,7,3.49,MG,1681418640
441,madison,34.7334,-86.5667,22.38,18.72,100,6.71,US,1681418297
442,pacora,9.0833,-79.2833,32.99,30.26,75,5.14,PA,1681418644
443,preobrazheniye,42.9019,133.9064,4.47,4.47,1,2.24,RU,1681418679
444,chutove,49.7104,35.1603,8.76,8.76,100,2.35,UA,1681418679
445,haines junction,60.7522,-137.5108,1.97,1.97,100,2.06,CA,1681418679
446,verkhnevilyuysk,63.4453,120.3167,-17.37,-17.37,80,1.47,RU,1681418680
447,puerto suarez,-18.95,-57.8,25.31,25.31,75,6.17,BO,1681418680
448,grasse,43.6667,6.9167,9.42,7.36,0,5.66,FR,1681418680
449,los llanos de aridane,28.6585,-17.9182,17.86,17.85,100,6.17,ES,1681418680
450,vila velha,-20.3297,-40.2925,26.97,26.64,75,3.6,BR,1681418681
451,santa maria,-29.6842,-53.8069,17.61,17.61,75,2.57,BR,1681418681
452,pitimbu,-7.4706,-34.8086,28.33,28.33,81,3.65,BR,1681418681
453,san jose,37.3394,-121.895,19.65,14.14,20,6.26,US,1681418402
454,bulgan,48.8125,103.5347,-7.75,-7.75,13,1.2,MN,1681418681
455,dinagat,9.9561,125.5933,27.12,27.12,90,0.51,PH,1681418682
456,corowa,-36.0333,146.3833,7.54,7.54,0,2.27,AU,1681418682
457,plettenberg bay,-34.0527,23.3716,15.6,15.6,0,4.8,ZA,1681418682
458,teguise,29.0605,-13.564,17.12,17.12,20,8.23,ES,1681418683
459,marathon,44.9,-89.7668,28.58,26.27,0,7.2,US,1681418409
460,puerto maldonado,-12.6,-69.1833,24.22,24.22,75,1.54,PE,1681418467
461,sampang,-7.1872,113.2394,27.75,27.75,82,2.9,ID,1681418683
462,esfarayen,37.0765,57.5101,12.81,12.81,100,4.08,IR,1681418684
463,wakkanai,45.4094,141.6739,2.77,2.77,61,4.15,JP,1681418684
464,svetlyy,54.675,20.1347,10.03,10.03,100,3.22,RU,1681418684
465,igrim,63.1906,64.4162,-17.17,-17.17,52,1.66,RU,1681418684
466,luanda,-8.8368,13.2343,27.0,27.0,75,2.06,AO,1681418542
467,vanavara,60.34,102.2797,-2.75,-2.75,100,5.31,RU,1681418685
468,port macquarie,-31.4333,152.9167,16.05,16.05,75,5.65,AU,1681418685
469,nabinagar,23.8917,90.9733,24.93,24.93,38,3.32,BD,1681418685
470,kondinskoye,59.6481,67.41,-12.1,-12.1,78,3.81,RU,1681418686
471,pietarsaari,63.65,22.6833,1.11,-1.17,46,5.52,FI,1681418686
472,daitari,21.1,85.75,26.19,26.19,1,1.04,IN,1681418686
473,plouzane,48.3833,-4.6167,9.03,7.18,75,4.12,FR,1681418686
474,karoi,-16.8099,29.6925,17.36,17.36,100,2.18,ZW,1681418687
475,pochutla,15.7432,-96.4661,31.57,30.9,10,4.41,MX,1681418687
476,cabo san lucas,22.8909,-109.9124,29.78,23.92,20,6.69,MX,1681418580
477,constitucion,-35.3333,-72.4167,15.88,15.88,40,3.73,CL,1681418687
478,aitape,-3.1374,142.3475,25.38,25.38,34,2.34,PG,1681418687
479,mongo,12.1844,18.693,33.71,33.71,66,0.6,TD,1681418688
480,ngunguru,-35.6167,174.5,19.06,19.06,12,4.77,NZ,1681418688
481,traverse city,44.7631,-85.6206,29.04,22.11,40,6.17,US,1681418407
482,prestea,5.4327,-2.1428,26.04,26.04,50,1.49,GH,1681418688
483,adrar,20.5022,-10.0711,28.56,28.56,95,2.3,MR,1681418689
484,augusto correa,-1.0217,-46.635,25.78,25.78,95,2.17,BR,1681418689
485,planeta rica,8.4147,-75.5883,30.78,30.78,100,3.84,CO,1681418689
486,guican,6.4618,-72.4113,13.17,13.17,100,0.55,CO,1681418689
487,lazaro cardenas,17.9583,-102.2,29.7,29.7,5,5.76,MX,1681418690
488,la joya,18.6667,-99.4667,33.55,32.73,63,1.89,MX,1681418690
489,natchitoches,31.7668,-93.1335,22.99,21.47,40,2.57,US,1681418591
490,alta,69.9689,23.2717,1.59,0.11,0,4.12,NO,1681418691
491,charters towers,-20.1,146.2667,21.78,21.78,62,3.38,AU,1681418691
492,nova era,-19.75,-43.0375,21.27,21.27,100,0.38,BR,1681418691
493,thinadhoo,0.5333,72.9333,27.93,27.93,44,3.22,MV,1681418521
494,kautokeino,69.0125,23.0412,-1.47,-1.47,100,9.44,NO,1681418692
495,dargaville,-35.9333,173.8833,18.34,18.34,22,3.3,NZ,1681418692
496,saldanha,-33.0117,17.9442,14.03,14.03,20,3.55,ZA,1681418693
497,tanout,14.9709,8.8879,26.78,26.78,89,5.14,NE,1681418693
498,ponta delgada,37.7333,-25.6667,17.4,17.4,20,3.09,PT,1681418693
499,vestmanna,62.1564,-7.1664,5.51,5.51,75,2.57,FO,1681418693
500,moroto,2.5345,34.6666,20.44,20.44,100,3.55,UG,1681418694
501,bonfim,3.0833,-59.95,36.81,36.81,99,3.07,BR,1681418694
502,cascais,38.6979,-9.4215,14.41,12.64,20,8.94,PT,1681418694
503,dunedin,-45.8742,170.5036,12.67,12.67,100,2.24,NZ,1681418694
504,paita,-5.0892,-81.1144,28.3,28.3,75,5.11,PE,1681418695
505,taltal,-25.4,-70.4833,21.01,21.01,18,4.03,CL,1681418420
506,lianzhou,24.7811,112.3825,22.34,22.34,100,1.38,CN,1681418695
507,vavoua,7.3819,-6.4778,26.99,26.99,40,1.94,CI,1681418695
508,paciran,-6.8767,112.3761,25.02,25.02,83,4.61,ID,1681418696
509,opuwo,-18.0607,13.84,25.08,25.08,100,2.2,NA,1681418696
510,acari,-15.4311,-74.6158,26.47,26.47,19,4.35,PE,1681418696
511,falmouth,50.1544,-5.0711,9.32,8.5,100,4.63,GB,1681418557
512,alofi,-19.0595,-169.9187,27.94,27.94,75,7.2,NU,1681418696
513,sao jose do belmonte,-7.8614,-38.7597,25.56,25.56,68,0.86,BR,1681418697
514,honiara,-9.4333,159.95,26.79,26.79,75,0.76,SB,1681418698
515,rudbar,30.15,62.6,27.86,27.86,33,0.13,AF,1681418698
516,farsund,58.0948,6.8047,6.64,6.64,80,9.57,NO,1681418698
517,lagos,6.5833,3.75,29.18,29.18,85,2.31,NG,1681418578
518,awbari,26.5921,12.7805,21.58,21.58,28,6.29,LY,1681418641
519,araouane,18.9048,-3.5265,29.5,29.5,63,4.78,ML,1681418699
520,jermuk,39.8417,45.6723,0.1,0.1,100,2.76,AM,1681418699
521,ulaanbaatar,47.9077,106.8832,-14.93,-14.93,0,1.0,MN,1681418683
522,yantzaza,-3.8278,-78.7594,27.28,27.28,62,1.03,EC,1681418700
523,lorengau,-2.0226,147.2712,27.92,27.92,78,5.95,PG,1681418700
524,parvatipuram,18.7833,83.4333,28.45,28.45,17,0.91,IN,1681418700
525,yangjiang,21.85,111.9667,22.77,22.77,100,2.19,CN,1681418616
526,sasykoli,47.5515,46.9968,11.77,11.77,100,9.11,RU,1681418701
527,umea,63.8284,20.2597,-0.04,-0.04,0,2.57,SE,1681418488
528,yuzhno-sukhokumsk,44.6581,45.6436,11.58,11.58,100,8.92,RU,1681418704
529,khilok,51.3674,110.4676,-8.93,-8.93,100,1.25,RU,1681418704
530,ayan,56.45,138.1667,-3.75,-3.75,100,6.69,RU,1681418705
531,mirabad,30.4362,61.8383,29.0,29.0,57,3.32,AF,1681418705
532,zhukovka,53.534,33.728,11.15,10.67,100,2.3,RU,1681418705
533,auki,-8.7676,160.7034,26.39,26.39,84,1.57,SB,1681418706
